taxon.name	variable	type	covariate	posterior.prob.neg.slope	standard.linear.model	in.95CI	mean	median	sd	mad	q2.5	q97.5	rhat	ess bulk	ess tail
Dicentra cucullaria	slope	observed times (T)	AnnualMonthlyAverageTemp	0.0015	2.18232516770698	TRUE	2.129734405975	2.119955	0.649086103999266	0.642640383	0.840230825	3.407228	1.00134157776968	2051.31239975982	2492.06039919741
Dicentra cucullaria	slope	observed times (T)	FirstQuarterMonthlyAverageTemp	1	-1.43279071678792	TRUE	-1.39107228925	-1.390805	0.27132806964377	0.275926686	-1.9202535	-0.874443275	1.00212507410514	2820.076443274	2549.49060420557
Dicentra cucullaria	slope	first onset (Ok1): N=500	SpringMonthlyAverageTemp	1			-4.12030707	-4.123165	0.394860226023195	0.395098074	-4.903497	-3.34163475	1.0010682753492	2668.30170561558	2948.33610351085
Dicentra cucullaria	slope	first onset (Ok1): N=500	Latitude	0.99975			-0.8182936184325	-0.813726	0.267525565506633	0.2657553087	-1.3456885	-0.30541275	1.0009394760384	2742.0427239536	2865.97192328214
Dicentra cucullaria	slope	first onset (Ok1): N=500	Elevation	0.1355			0.0024482065005845	0.002442315	0.00220699706005892	0.0022580583627	-0.00186134325	0.006708812	1.00208201658444	2419.07610803354	2824.49054792164
Dicentra cucullaria	slope	first onset (Ok1): N=500	Year	1			-0.083431174425	-0.0833125	0.0125047119836377	0.01267949172	-0.1071703	-0.0593719575	1.00017088563215	4480.44403892591	3062.33693938272
Dicentra cucullaria	slope	first onset (Ok1): N=500	AnnualMonthlyAverageTemp	0			3.3545237495	3.34974	0.673784737314284	0.675124149000001	2.01773675	4.6659925	1.00087213289046	1634.24397203791	1875.81924440797
Dicentra cucullaria	slope	first onset (Ok1): N=500	FirstQuarterMonthlyAverageTemp	1			-1.64548492725	-1.642905	0.282499763687295	0.285496869	-2.20972175	-1.10997575	1.00068175046746	2298.95162625178	2362.80395777185
Dicentra cucullaria	slope	last cessation (CkN): N=500	SpringMonthlyAverageTemp	1			-3.06004799	-3.059655	0.418837352172778	0.415550541	-3.868389	-2.24344975	1.00225270197877	4155.09301757452	3166.03365381015
Dicentra cucullaria	slope	last cessation (CkN): N=500	Latitude	0.33225			0.134081846694	0.1303005	0.295719779311265	0.2906867103	-0.424932875	0.721739025	1.00058789667692	4434.27493456785	3002.91707862065
Dicentra cucullaria	slope	last cessation (CkN): N=500	Elevation	0.75575			-0.0015670053309525	-0.001607215	0.00231218260356261	0.00227021901855	-0.00605433625	0.0030522285	0.999622697165059	3597.18689863632	3516.66968319428
Dicentra cucullaria	slope	last cessation (CkN): N=500	Year	1			-0.0576399696325	-0.0573873	0.0130866658975108	0.01338357846	-0.082818145	-0.033275285	1.00014959474337	6143.79372493193	3183.85879698254
Dicentra cucullaria	slope	last cessation (CkN): N=500	AnnualMonthlyAverageTemp	0.1005			0.9049450049575	0.8902325	0.713991349994571	0.7147036386	-0.495764125	2.28393075	1.00144526134147	2540.3085202722	2552.45964000196
Dicentra cucullaria	slope	last cessation (CkN): N=500	FirstQuarterMonthlyAverageTemp	0.99975			-1.13665964678	-1.13172	0.29795346717677	0.3039011241	-1.705637	-0.55117245	1.00165876379398	3423.79939709917	3114.28611792212
Dicentra cucullaria	sigma						8.1675729325	8.158185	0.345126116315639	0.342354578999999	7.51889925	8.86282325	0.999997448334341	3733.485795824	2533.46207658334
Enemion biternatum	anchor	onset (O)	NA	NA	NA	NA	98.23744085625	98.22325	1.13931691659517	1.13989701000001	96.0139	100.448025	1.00055148474679	21617.3514005102	11765.6428672593
Enemion biternatum	anchor	duration (D)	NA	NA	NA	NA	22.01882414375	21.99655	0.92816324174302	0.922918500000001	20.27638	23.92175	1.00029072406371	15632.972029444	12471.1958862564
Enemion biternatum	anchor	cessation (C)	NA	NA	NA	NA	120.256268	120.256	1.33706155969047	1.3284096	117.613875	122.914025	1.00043496383096	24393.0000849117	11931.7724734742
Enemion biternatum	anchor	observed (T)	NA	NA	NA	NA	109.2468501875	109.25	1.15217919197682	1.15049759999999	106.996875	111.503025	1.00013741868816	25178.685288316	11773.2877063946
Enemion biternatum	anchor	first onset (Ok1): N=500	NA	NA	NA	NA	58.3481379125	58.5476	3.86186296817957	3.84541962	50.204975	65.36378	1.0001898422425	16442.7137539882	12057.4745599796
Enemion biternatum	anchor	last cessation (CkN): N=500	NA	NA	NA	NA	160.1455680625	159.9455	3.68926979093992	3.64274819999999	153.49985	167.919025	0.999991483827339	18739.893515378	11574.8280568131
Enemion biternatum	intercept	onset (O)	NA	NA	NA	NA	129.921232219888	130.7435	76.3112987324147	75.6948843	-21.8647425	279.33985	0.999993596728842	27141.3448938551	11249.4938577157
Enemion biternatum	intercept	duration (D)	NA	NA	NA	NA	138.076514707019	139.711	58.0969017497592	57.7205832	20.6014675	247.323175	0.999921774717581	20486.4267726186	11996.1852220692
Enemion biternatum	intercept	cessation (C)	NA	NA	NA	NA	267.997746784312	267.3995	86.3281462433172	87.4304046	99.2251175	438.3249	1.00017503844662	29063.8311975477	11149.0516508728
Enemion biternatum	intercept	observed (T)	NA	NA	156.89869243205	TRUE	198.959490248287	198.6765	76.119438314999	76.3153524	48.58983	348.2246	1.00031782041395	29794.6080626816	11827.9824623398
Enemion biternatum	intercept	first onset (Ok1): N=500	NA	NA	NA	NA	90.0319281365674	91.1336	76.2357787543709	75.42045504	-62.0538425	239.578375	1.00000761144053	27160.6367268236	11445.7705014073
Enemion biternatum	intercept	last cessation (CkN): N=500	NA	NA	NA	NA	307.887052119375	307.072	86.6942168737476	87.1420389	138.849725	478.844125	1.00016387854951	28761.7433589366	11206.9157716649
Enemion biternatum	slope	onset (O)	SpringMonthlyAverageTemp	0.9999375	NA	NA	-5.0596732635	-5.055705	1.28795988228932	1.283420103	-7.5964995	-2.53796175	1.00026050667365	13474.0262575105	11833.9510792306
Enemion biternatum	slope	onset (O)	Latitude	0.1605625	NA	NA	1.31869486577114	1.310195	1.33706861211335	1.3452193188	-1.2943405	3.94680875	1.00024461803101	13539.4502403089	11939.6032009928
Enemion biternatum	slope	onset (O)	Elevation	0.597875	NA	NA	-0.004983828243965	-0.00513199	0.02081620155997	0.020926646958	-0.04536462	0.0363894275	1.00034852437072	17518.0824750413	12875.6701642748
Enemion biternatum	slope	onset (O)	Year	0.5815	NA	NA	-0.00743642149555063	-0.007568935	0.0380066408796525	0.03740444127	-0.081910305	0.0677375725	1.00073888054382	14374.6689003474	12134.7358102553
Enemion biternatum	slope	onset (O)	AnnualMonthlyAverageTemp	0.65825	NA	NA	-0.796561346179394	-0.827287	1.97667379827347	1.9635458031	-4.66808	3.126576	1.00051150821979	9969.83501293626	10934.228078319
Enemion biternatum	slope	onset (O)	FirstQuarterMonthlyAverageTemp	0.2834375	NA	NA	0.477345823935981	0.4821	0.844482350822854	0.84106111467	-1.2037055	2.1096375	1.00008922405283	14411.7373572699	11456.067149025
Enemion biternatum	slope	duration (D)	SpringMonthlyAverageTemp	0.0520625	NA	NA	1.59073449665894	1.57713	1.00304849746173	1.0032324246	-0.3558142	3.60280725	1.00020147490335	12884.8740587111	11150.475793012
Enemion biternatum	slope	duration (D)	Latitude	0.326	NA	NA	0.479981560482375	0.4762235	1.04652643363491	1.0409327187	-1.54771875	2.54694675	1.00026253505056	12834.5619694224	11372.2235834246
Enemion biternatum	slope	duration (D)	Elevation	0.7389375	NA	NA	-0.01018541902298	-0.0104678	0.0160478520398567	0.0162113673855	-0.0406500675	0.021978455	1.00064473182965	14115.7791795424	11002.4388428752
Enemion biternatum	slope	duration (D)	Year	0.9999375	NA	NA	-0.0924487660975	-0.09267675	0.0250045460123503	0.02543044476	-0.141090125	-0.0436821625	1.00037232273154	11909.3670524349	11950.9002255007
Enemion biternatum	slope	duration (D)	AnnualMonthlyAverageTemp	0.033375	NA	NA	2.74417622888063	2.74691	1.52829016467784	1.535706732	-0.211567225	5.75837475	1.00034432403307	9599.15478076722	10611.4026881472
Enemion biternatum	slope	duration (D)	FirstQuarterMonthlyAverageTemp	0.99725	NA	NA	-1.82517776558188	-1.823435	0.663894647233963	0.664627341	-3.1417025	-0.555463325	1.00005963491805	13890.425952656	11647.0765364596
Enemion biternatum	slope	cessation (C)	SpringMonthlyAverageTemp	0.9905	NA	NA	-3.46893873006519	-3.465605	1.49572438165533	1.49950164	-6.40226675	-0.538969225	1.0006729495442	16558.4186585786	12444.7228338197
Enemion biternatum	slope	cessation (C)	Latitude	0.1259375	NA	NA	1.79867646486344	1.79392	1.56182181234457	1.5686019195	-1.28796025	4.83957775	1.00029257179558	15885.0128956537	12070.2800570602
Enemion biternatum	slope	cessation (C)	Elevation	0.7435	NA	NA	-0.0151692474552456	-0.01519215	0.0229763937831214	0.0233799022128	-0.05957622	0.0298119925	1.00093005221175	22659.098043591	12439.3038545983
Enemion biternatum	slope	cessation (C)	Year	0.9918125	NA	NA	-0.0998851873325625	-0.09964695	0.0413057937072585	0.04151435673	-0.1805652	-0.0195217925	1.00031768167468	16262.381766454	12564.0146094672
Enemion biternatum	slope	cessation (C)	AnnualMonthlyAverageTemp	0.19275	NA	NA	1.94761492776109	1.95685	2.28312212142094	2.244982572	-2.52336875	6.42967825	1.00030139133509	12294.4096292483	11946.345834968
Enemion biternatum	slope	cessation (C)	FirstQuarterMonthlyAverageTemp	0.9194375	NA	NA	-1.34783190289194	-1.34131	0.971083089234231	0.9699977217	-3.260202	0.519264675	1.00022913555322	17008.9554881637	12192.2654785339
Enemion biternatum	slope	observed times (T)	SpringMonthlyAverageTemp	0.9994375	-2.24669207663496	TRUE	-4.2643060290125	-4.25915	1.30249358064762	1.297623411	-6.82369875	-1.71849	1.00104538382404	15495.0227663656	12118.7483715798
Enemion biternatum	slope	observed times (T)	Latitude	0.1255625	1.89516919497837	TRUE	1.55868564242975	1.555255	1.35636111321157	1.3696132779	-1.092546	4.225966	1.00012577783627	15120.7053718314	12241.9058612489
Enemion biternatum	slope	observed times (T)	Elevation	0.688125	-0.00553960122064387	TRUE	-0.0100765379121535	-0.01016275	0.0204017423284042	0.020566204659	-0.0495068025	0.0300061925	1.00074113429824	21472.11259216	12495.0597647738
Enemion biternatum	slope	observed times (T)	Year	0.92075	-0.0463956856075287	TRUE	-0.0536608047376163	-0.0538183	0.0376700136853768	0.03771245142	-0.126535925	0.02057707	1.0005051917417	15735.7455119558	12489.7489845304
Enemion biternatum	slope	observed times (T)	AnnualMonthlyAverageTemp	0.381125	-0.00571573436327745	TRUE	0.575526830009813	0.5571485	1.99399734736439	1.9817462007	-3.34157475	4.49541	1.00045043067421	11505.5651770915	10833.2678950571
Enemion biternatum	slope	observed times (T)	FirstQuarterMonthlyAverageTemp	0.6936875	-0.886143713613844	TRUE	-0.435243033107231	-0.4224635	0.847282386244138	0.8478744771	-2.10669525	1.2084715	1.00011261728303	16156.5980226121	12012.1431598875
Enemion biternatum	slope	first onset (Ok1): N=500	SpringMonthlyAverageTemp	0.9999375	NA	NA	-5.0596732635	-5.055705	1.28795988228932	1.283420103	-7.5964995	-2.53796175	1.00026050667365	13474.0262575105	11833.9510792306
Enemion biternatum	slope	first onset (Ok1): N=500	Latitude	0.1605625	NA	NA	1.31869486577114	1.310195	1.33706861211335	1.3452193188	-1.2943405	3.94680875	1.00024461803101	13539.4502403089	11939.6032009928
Enemion biternatum	slope	first onset (Ok1): N=500	Elevation	0.597875	NA	NA	-0.004983828243965	-0.00513199	0.02081620155997	0.020926646958	-0.04536462	0.0363894275	1.00034852437072	17518.0824750413	12875.6701642748
Enemion biternatum	slope	first onset (Ok1): N=500	Year	0.5815	NA	NA	-0.00743642149555063	-0.007568935	0.0380066408796525	0.03740444127	-0.081910305	0.0677375725	1.00073888054382	14374.6689003474	12134.7358102553
Enemion biternatum	slope	first onset (Ok1): N=500	AnnualMonthlyAverageTemp	0.65825	NA	NA	-0.796561346179394	-0.827287	1.97667379827347	1.9635458031	-4.66808	3.126576	1.00051150821979	9969.83501293626	10934.228078319
Enemion biternatum	slope	first onset (Ok1): N=500	FirstQuarterMonthlyAverageTemp	0.2834375	NA	NA	0.477345823935981	0.4821	0.844482350822854	0.84106111467	-1.2037055	2.1096375	1.00008922405283	14411.7373572699	11456.067149025
Enemion biternatum	slope	last cessation (CkN): N=500	SpringMonthlyAverageTemp	0.9905	NA	NA	-3.46893873006519	-3.465605	1.49572438165533	1.49950164	-6.40226675	-0.538969225	1.0006729495442	16558.4186585786	12444.7228338197
Enemion biternatum	slope	last cessation (CkN): N=500	Latitude	0.1259375	NA	NA	1.79867646486344	1.79392	1.56182181234457	1.5686019195	-1.28796025	4.83957775	1.00029257179558	15885.0128956537	12070.2800570602
Enemion biternatum	slope	last cessation (CkN): N=500	Elevation	0.7435	NA	NA	-0.0151692474552456	-0.01519215	0.0229763937831214	0.0233799022128	-0.05957622	0.0298119925	1.00093005221175	22659.098043591	12439.3038545983
Enemion biternatum	slope	last cessation (CkN): N=500	Year	0.9918125	NA	NA	-0.0998851873325625	-0.09964695	0.0413057937072585	0.04151435673	-0.1805652	-0.0195217925	1.00031768167468	16262.381766454	12564.0146094672
Enemion biternatum	slope	last cessation (CkN): N=500	AnnualMonthlyAverageTemp	0.19275	NA	NA	1.94761492776109	1.95685	2.28312212142094	2.244982572	-2.52336875	6.42967825	1.00030139133509	12294.4096292483	11946.345834968
Enemion biternatum	slope	last cessation (CkN): N=500	FirstQuarterMonthlyAverageTemp	0.9194375	NA	NA	-1.34783190289194	-1.34131	0.971083089234231	0.9699977217	-3.260202	0.519264675	1.00022913555322	17008.9554881637	12192.2654785339
Enemion biternatum	sigma	NA	NA	NA	NA	NA	13.155438725625	13.09945	1.19497518646585	1.19045367	10.9847725	15.674845	1.00014021868741	16525.9114403315	11712.2975151742
Erythronium americanum	anchor	onset (O)					100.983342725	100.988	0.381112288290664	0.3795456	100.229925	101.713025	1.00094977759282	4459.03870447259	3256.99079757172
Erythronium americanum	anchor	duration (D)					12.553470025	12.5452	0.303080847644736	0.30400713	11.9829675	13.167225	1.00088293255287	3483.64770877413	2493.56843465702
Erythronium americanum	anchor	cessation (C)					113.53681025	113.54	0.408245992561529	0.407715000000008	112.728975	114.339	1.00148844662272	3913.87841008561	2875.17733767162
Erythronium americanum	anchor	observed (T)					107.2600825	107.267	0.364677581060698	0.366943499999993	106.526875	107.963125	1.0007800298522	4351.85943821226	2861.64505924388
Erythronium americanum	anchor	first onset (Ok1): N=500					81.74591865	81.7984	1.16280044076077	1.14768066000001	79.43054	83.9092	1.00044181294825	3869.27399277124	2903.52530888343
Erythronium americanum	anchor	last cessation (CkN): N=500					132.77424625	132.745	0.970149990909732	0.953311800000001	130.956925	134.759075	0.999696073242128	3754.56870304975	2941.75404105129
Erythronium americanum	intercept	onset (O)					223.96600325	224.0395	30.9703144368332	31.5245238	163.756125	284.267575	1.00128311062178	4069.9398148602	2888.64298495383
Erythronium americanum	intercept	duration (D)					-52.75229489805	-53.16695	23.0043933076675	23.31521934	-96.67834	-7.25112649999999	1.00142737436867	4274.27824343205	2963.20607588264
Erythronium americanum	intercept	cessation (C)					171.213715875	171.1435	33.2458431523706	33.6787416	106.337	235.28755	1.0007105454381	5385.31433342091	2890.865948131
Erythronium americanum	intercept	observed (T)			164.815108131631	TRUE	197.58987425	197.938	29.9987111090375	30.6979743	138.156625	256.16595	1.00089812276933	4848.67027631388	3074.49251963591
Erythronium americanum	intercept	first onset (Ok1): N=500					204.728588025	204.835	31.0030472748432	31.3377162	144.0905	264.366775	1.00122693149263	4063.6674834596	3138.36425727991
Erythronium americanum	intercept	last cessation (CkN): N=500					190.451147975	190.2	33.2596228680645	33.5482728	125.455575	255.184525	1.00095335682534	5338.066525599	2782.42287076841
Erythronium americanum	slope	onset (O)	SpringMonthlyAverageTemp	1			-2.09377023275	-2.088855	0.430654805111394	0.43536549	-2.93050075	-1.2348455	1.00086822752662	3061.10788191146	2769.45645938181
Erythronium americanum	slope	onset (O)	Latitude	0.00425			1.1681241203455	1.164075	0.45709234040792	0.4431083685	0.293698725	2.09989225	1.00060429777547	2239.13957636518	2664.22183258277
Erythronium americanum	slope	onset (O)	Elevation	0.0015			0.0093868835231	0.009373955	0.00327679567730444	0.003300779097	0.002968662	0.01575849	1.00085911208033	1934.05498322295	2280.89043423403
Erythronium americanum	slope	onset (O)	Year	1			-0.07476150285	-0.0751939	0.0130188945819281	0.01310633226	-0.09996928	-0.048830925	1.00159063452047	4305.43387957383	2531.18127328634
Erythronium americanum	slope	onset (O)	AnnualMonthlyAverageTemp	0.49025			0.0190051248465	0.01098445	0.769498517002953	0.7845022227	-1.4979685	1.518483	1.00221984136647	1284.14426759345	2189.72065873559
Erythronium americanum	slope	onset (O)	FirstQuarterMonthlyAverageTemp	1			-1.393483774	-1.397765	0.325041421791833	0.325082289	-2.03145975	-0.75198905	1.00167932757276	2621.36090059132	2675.94962572786
Erythronium americanum	slope	duration (D)	SpringMonthlyAverageTemp	0.9985			-1.045189655535	-1.0502	0.331647014866782	0.3327199029	-1.696393	-0.396963	1.00098123554755	2721.88339101422	2645.60540967686
Erythronium americanum	slope	duration (D)	Latitude	0.0005			1.104996152725	1.11395	0.336123572151207	0.336906024	0.437893025	1.750301	1.00064971558213	2554.96846750837	2726.7622108909
Erythronium americanum	slope	duration (D)	Elevation	0.99525			-0.00543836274429	-0.00549387	0.0019503211437524	0.001879529085	-0.00916938275	-0.001434016	1.00051202070694	2173.12472636152	2502.72318995605
Erythronium americanum	slope	duration (D)	Year	0.1925			0.0087524333897925	0.00893478	0.00981079532019027	0.010111509912	-0.0103019275	0.0277541675	1.00141590298532	4346.67729830605	3279.27389013877
Erythronium americanum	slope	duration (D)	AnnualMonthlyAverageTemp	0.008			1.35257099645	1.364215	0.554074483053895	0.5494337688	0.25895965	2.46080425	1.00127334988298	1899.45035161769	2224.04724980252
Erythronium americanum	slope	duration (D)	FirstQuarterMonthlyAverageTemp	0.00025			1.018643167775	1.0173	0.242061084946545	0.2420915301	0.548095025	1.49249575	1.00023463153757	2868.10058240206	3062.36314055703
Erythronium americanum	slope	cessation (C)	SpringMonthlyAverageTemp	1			-3.138959825	-3.137145	0.453312484372305	0.452608128	-4.03248975	-2.2624705	1.0004964669775	3907.82138224104	1875.79035457484
Erythronium americanum	slope	cessation (C)	Latitude	0			2.273120288	2.270595	0.495541703121679	0.493742865	1.29298325	3.25781525	1.00017656350109	3365.17801421081	2991.83453459133
Erythronium americanum	slope	cessation (C)	Elevation	0.1185			0.0039485208997335	0.00389148	0.00339157424169246	0.003370075821	-0.002554513	0.010762435	1.00247938565512	2892.41815600639	2939.2526378043
Erythronium americanum	slope	cessation (C)	Year	1			-0.06600907	-0.06602485	0.013866079644746	0.01360559781	-0.0929322375	-0.038530395	1.00277309362487	6458.94848729044	3229.43786445261
Erythronium americanum	slope	cessation (C)	AnnualMonthlyAverageTemp	0.045			1.3715760837275	1.3544	0.819549363704617	0.84093072	-0.2157986	3.03479025	1.00146635421029	2694.19708424761	2456.5018897745
Erythronium americanum	slope	cessation (C)	FirstQuarterMonthlyAverageTemp	0.8585			-0.374840596860575	-0.3745885	0.339839587663097	0.3513213438	-1.0313075	0.288920525	1.00194665611292	3635.92908121497	3159.9541253175
Erythronium americanum	slope	observed times (T)	SpringMonthlyAverageTemp	1	-2.56996375757798	TRUE	-2.616365035	-2.61416	0.409854163921839	0.412422255	-3.45157375	-1.804524	1.00170055588468	3668.5436394178	2285.48553237923
Erythronium americanum	slope	observed times (T)	Latitude	0	1.87555349644893	TRUE	1.720622166335	1.71171	0.446097214232285	0.432126009	0.841838575	2.61862775	1.00078560449506	2522.06830788513	2826.16194198484
Erythronium americanum	slope	observed times (T)	Elevation	0.01825	0.00517399428455536	TRUE	0.00666770211428	0.00661436	0.0031889093845139	0.003180169587	0.000445203275	0.013095325	1.0014072841602	2576.96164218506	2299.14698760673
Erythronium americanum	slope	observed times (T)	Year	1	-0.05641842303362	TRUE	-0.0703852855	-0.07047815	0.0125226562114394	0.01230876759	-0.094481745	-0.04537381	1.00216253569511	5366.85027892948	3238.97538055004
Erythronium americanum	slope	observed times (T)	AnnualMonthlyAverageTemp	0.18375	0.735119885546059	TRUE	0.695290581282	0.70192	0.74508046474679	0.7677303102	-0.74446475	2.170983	1.00210306929149	1948.89909624523	2354.00986220119
Erythronium americanum	slope	observed times (T)	FirstQuarterMonthlyAverageTemp	0.9985	-0.838091364917645	TRUE	-0.8841622075	-0.885429	0.309714488841198	0.3129383124	-1.483981	-0.266741174999999	1.00199665903239	3006.73782512248	2718.168700763
Erythronium americanum	slope	first onset (Ok1): N=500	SpringMonthlyAverageTemp	1			-2.09377023275	-2.088855	0.430654805111394	0.43536549	-2.93050075	-1.2348455	1.00086822752662	3061.10788191146	2769.45645938181
Erythronium americanum	slope	first onset (Ok1): N=500	Latitude	0.00425			1.1681241203455	1.164075	0.45709234040792	0.4431083685	0.293698725	2.09989225	1.00060429777547	2239.13957636518	2664.22183258277
Erythronium americanum	slope	first onset (Ok1): N=500	Elevation	0.0015			0.0093868835231	0.009373955	0.00327679567730444	0.003300779097	0.002968662	0.01575849	1.00085911208033	1934.05498322295	2280.89043423403
Erythronium americanum	slope	first onset (Ok1): N=500	Year	1			-0.07476150285	-0.0751939	0.0130188945819281	0.01310633226	-0.09996928	-0.048830925	1.00159063452047	4305.43387957383	2531.18127328634
Erythronium americanum	slope	first onset (Ok1): N=500	AnnualMonthlyAverageTemp	0.49025			0.0190051248465	0.01098445	0.769498517002953	0.7845022227	-1.4979685	1.518483	1.00221984136647	1284.14426759345	2189.72065873559
Erythronium americanum	slope	first onset (Ok1): N=500	FirstQuarterMonthlyAverageTemp	1			-1.393483774	-1.397765	0.325041421791833	0.325082289	-2.03145975	-0.75198905	1.00167932757276	2621.36090059132	2675.94962572786
Erythronium americanum	slope	last cessation (CkN): N=500	SpringMonthlyAverageTemp	1			-3.138959825	-3.137145	0.453312484372305	0.452608128	-4.03248975	-2.2624705	1.0004964669775	3907.82138224104	1875.79035457484
Erythronium americanum	slope	last cessation (CkN): N=500	Latitude	0			2.273120288	2.270595	0.495541703121679	0.493742865	1.29298325	3.25781525	1.00017656350109	3365.17801421081	2991.83453459133
Erythronium americanum	slope	last cessation (CkN): N=500	Elevation	0.1185			0.0039485208997335	0.00389148	0.00339157424169246	0.003370075821	-0.002554513	0.010762435	1.00247938565512	2892.41815600639	2939.2526378043
Erythronium americanum	slope	last cessation (CkN): N=500	Year	1			-0.06600907	-0.06602485	0.013866079644746	0.01360559781	-0.0929322375	-0.038530395	1.00277309362487	6458.94848729044	3229.43786445261
Erythronium americanum	slope	last cessation (CkN): N=500	AnnualMonthlyAverageTemp	0.045			1.3715760837275	1.3544	0.819549363704617	0.84093072	-0.2157986	3.03479025	1.00146635421029	2694.19708424761	2456.5018897745
Erythronium americanum	slope	last cessation (CkN): N=500	FirstQuarterMonthlyAverageTemp	0.8585			-0.374840596860575	-0.3745885	0.339839587663097	0.3513213438	-1.0313075	0.288920525	1.00194665611292	3635.92908121497	3159.9541253175
Erythronium americanum	sigma						6.34447828	6.338875	0.336396419660988	0.329737653	5.711051	7.039423	1.00020528388433	3617.31666350091	2955.54594481005
Mertensia virginica	anchor	onset (O)					106.936443	106.929	0.513458030941561	0.514462199999991	105.923975	107.972075	1.000633982449	5191.73333652213	3017.71803742532
Mertensia virginica	anchor	duration (D)					14.738794275	14.7313	0.374702105434008	0.37398585	14.03577	15.4988125	1.00298618031844	3968.41558782123	2620.22406266453
Mertensia virginica	anchor	cessation (C)					121.6752315	121.6775	0.554591895406309	0.548561999999996	120.595975	122.7641	1.00150492564663	4444.71659715684	3146.21822509572
Mertensia virginica	anchor	observed (T)					114.305848	114.299	0.500494449589121	0.493705799999998	113.3329	115.309025	1.00093719155002	4776.4844272871	3128.26602726158
Mertensia virginica	anchor	first onset (Ok1): N=500					79.8509601	79.8717	1.67513035290027	1.6723728	76.420075	83.1065025	1.00126898327902	4820.87959442841	2511.12008991711
Mertensia virginica	anchor	last cessation (CkN): N=500					148.76073025	148.735	1.39154515304505	1.39216140000001	146.14985	151.59205	1.00163765404273	4747.22494981558	3011.49542698364
Mertensia virginica	intercept	onset (O)					90.368304469375	90.9849	42.9968459361003	42.30843729	6.540396	175.59445	1.00066205161194	4705.44337561826	3163.27615675899
Mertensia virginica	intercept	duration (D)					299.46042625	300.0185	28.8062275444025	28.288008	242.9063	356.6112	1.00151853154968	4435.03120847305	3178.08470751222
Mertensia virginica	intercept	cessation (C)					389.82872725	389.8995	44.3306395147679	43.9561248	303.3756	475.20275	1.00073554630094	5823.91188368749	3184.44352112603
Mertensia virginica	intercept	observed (T)			234.439810593505	TRUE	240.0985135	240.31	41.2252121641941	41.060607	160.236225	321.256825	1.00128837570977	5342.9684902232	3038.94700372858
Mertensia virginica	intercept	first onset (Ok1): N=500					63.28281844045	63.62765	42.9942910505159	42.28286244	-20.4967025	148.50825	1.00069644386392	4675.58807579501	3161.24169560947
Mertensia virginica	intercept	last cessation (CkN): N=500					416.914211	417.049	44.3072440106235	44.3860787999999	330.017525	501.9599	1.00065024072788	5877.94534562065	3162.51503137885
Mertensia virginica	slope	onset (O)	SpringMonthlyAverageTemp	1			-4.5450416625	-4.53655	0.555192685779538	0.55945911	-5.6203945	-3.44902175	0.999972736090855	3573.38296337816	2765.9062899544
Mertensia virginica	slope	onset (O)	Latitude	0.0045			2.0979714417275	2.107665	0.820860463723233	0.816490059	0.461862125	3.72193575	1.00035669418915	3238.71297637091	2863.41451941455
Mertensia virginica	slope	onset (O)	Elevation	0.96775			-0.01015438188275	-0.0101555	0.0054732963873135	0.00547753983	-0.0209204125	0.000596954975000001	1.00130198804388	3669.14375040831	3120.53890706438
Mertensia virginica	slope	onset (O)	Year	0.649			-0.0063209354898125	-0.00586413	0.0157602228909534	0.015751134987	-0.037012135	0.02416656	1.00242831867732	4081.76427418733	3109.73724196791
Mertensia virginica	slope	onset (O)	AnnualMonthlyAverageTemp	0.611			-0.28887810385225	-0.2818595	0.996355169125704	1.0201607514	-2.2842315	1.6361135	1.00157180909401	2238.55930881434	2520.03888612866
Mertensia virginica	slope	onset (O)	FirstQuarterMonthlyAverageTemp	0.873			-0.41013806312925	-0.4121605	0.373005942118248	0.3640086933	-1.1269075	0.33627185	1.00120648291384	3691.2843819211	2978.89934565222
Mertensia virginica	slope	duration (D)	SpringMonthlyAverageTemp	0.00225			1.0130944265425	1.01274	0.364291077005172	0.3653296899	0.288555975	1.7341585	1.00271772388799	2685.39516910053	3058.41394281316
Mertensia virginica	slope	duration (D)	Latitude	1			-3.1060234825	-3.107475	0.548608254570593	0.540081528	-4.175618	-2.0190755	1.00246965121387	3766.24878331229	2923.24170577797
Mertensia virginica	slope	duration (D)	Elevation	0			0.016511961535	0.0164812	0.00350495100017086	0.00349493298	0.00982050575	0.0232662575	0.999680049999888	4455.54482291414	2636.54061081357
Mertensia virginica	slope	duration (D)	Year	1			-0.094226189	-0.0941409	0.0103434403998554	0.01025788701	-0.114579325	-0.0742108075	1.00090391200982	4760.5919987241	3415.91400472681
Mertensia virginica	slope	duration (D)	AnnualMonthlyAverageTemp	0.1105			0.8450266772225	0.831955	0.693918820651868	0.6807009489	-0.469375925	2.25611125	1.00437476157628	2078.99245308121	2462.75615735529
Mertensia virginica	slope	duration (D)	FirstQuarterMonthlyAverageTemp	0.9995			-0.84653930995	-0.8432295	0.27181605060709	0.2710370712	-1.3858605	-0.328459975	1.00133719075091	3298.6524486074	2496.72521280146
Mertensia virginica	slope	cessation (C)	SpringMonthlyAverageTemp	1			-3.5319471575	-3.531605	0.594611098739656	0.571282845	-4.69132725	-2.3511775	1.00061448377131	4411.02040034724	2946.81009748039
