Replicate	SampleSize	ScenarioNumber	True_Slope_meanOnset	True_Intercept_meanOnset	True_Anchor_meanOnset	True_Slope_meanDuration	True_Intercept_meanDuration	True_Anchor_meanDuration	True_Sigma	Theor_Slope_meanObserved	Theor_Intercept_meanObserved	Theor_Slope_meanCessation	Theor_Intercept_meanCessation	TrueObs_meanOnset	TrueObs_meanDuration	Theor_meanOnset	Theor_meanDuration	Hyper_Mean_Slope_meanOnset	Hyper_SD_Slope_meanOnset	Hyper_Mean_Slope_meanDuration	Hyper_SD_Slope_meanDuration	Hyper_Mean_Anchor_meanOnset	Hyper_SD_Anchor_meanOnset	Hyper_Mean_Anchor_meanDuration	Hyper_SD_Anchor_meanDuration	Hyper_Mean_Sigma	Hyper_SD_Sigma	Est_SR_Slope_meanObserved	Est_SR_Intercept_meanObserved	Est_QR_Slope_meanQ10	Est_QR_Intercept_meanQ10	Est_QR_Slope_meanQ50	Est_QR_Intercept_meanQ50	Est_QR_Slope_meanQ90	Est_QR_Intercept_meanQ90	Est_Stan_Slope_meanOnset	Est_Stan_Slope_meanOnset_q2.5	Est_Stan_Slope_meanOnset_q97.5	Est_Stan_Intercept_meanOnset	Est_Stan_Intercept_meanOnset_q2.5	Est_Stan_Intercept_meanOnset_q97.5	Est_Stan_Anchor_meanOnset	Est_Stan_Anchor_meanOnset_q2.5	Est_Stan_Anchor_meanOnset_q97.5	Est_Stan_Slope_meanDuration	Est_Stan_Slope_meanDuration_q2.5	Est_Stan_Slope_meanDuration_q97.5	Est_Stan_Intercept_meanDuration	Est_Stan_Intercept_meanDuration_q2.5	Est_Stan_Intercept_meanDuration_q97.5	Est_Stan_Anchor_meanDuration	Est_Stan_Anchor_meanDuration_q2.5	Est_Stan_Anchor_meanDuration_q97.5	Est_Stan_Sigma	Est_Stan_Sigma_q2.5	Est_Stan_Sigma_q97.5	Number_Divergences
74	500	6	-0.83853	191.72382	182.50000	2.14569	54.29138	77.89396	7.00000	0.23432	218.86951	1.30716	246.01520	181.98934	78.09739	184.20104	73.54121	-0.51432	5.66000	1.99382	1.06588	191.57965	14.00000	63.17014	14.00000	7.00000	3.50000	0.28127	217.69941	-0.51432	197.22242	0.22082	219.95451	1.47950	238.51760	-0.91071	-1.13867	-0.68653	200.56384	197.80900	203.27315	190.57214	188.78295	192.34705	2.14668	2.01555	2.27085	34.49030	32.86745	36.09334	58.04239	57.01859	59.11322	13.13188	11.63054	14.77118	0
74	500	5	-2.66411	211.80526	182.50000	1.58170	53.16340	70.56207	7.00000	-1.87327	238.38696	-1.08242	264.96866	181.37622	70.70244	187.26968	67.73029	-2.94163	5.66000	1.72053	1.06588	186.56000	14.00000	60.92973	14.00000	7.00000	3.50000	-1.86034	237.83697	-2.94163	219.53465	-2.19133	240.46731	-1.22110	261.17786	-2.55477	-2.77674	-2.32051	217.86002	215.06588	220.57517	189.22196	187.50487	190.92108	1.84380	1.70432	1.97857	35.01823	33.33333	36.80373	55.68660	54.62979	56.74193	12.00956	10.54845	13.58272	0
74	500	4	-0.99358	193.42940	182.50000	-0.96654	88.06691	77.43495	7.00000	-1.47685	237.46286	-1.96012	281.49632	182.28077	77.44574	184.31855	79.20401	-1.37016	5.66000	-0.53288	1.06588	190.54776	14.00000	61.87605	14.00000	7.00000	3.50000	-1.67451	239.32659	-1.37016	205.85209	-1.67163	238.30694	-1.90304	273.68021	-1.42690	-1.66090	-1.19556	208.98441	205.80895	212.27803	193.04638	191.22985	194.80715	-0.59267	-0.73732	-0.45806	63.40150	61.56260	65.32073	56.78157	55.73383	57.83810	13.24177	11.68106	15.00289	0
74	500	3	0.78017	173.91814	182.50000	-2.02457	85.95086	63.68062	7.00000	-0.23212	216.89358	-1.24440	259.86901	182.33804	63.30088	180.72693	68.28180	0.55015	5.66000	-1.48764	1.06588	187.40103	14.00000	52.05532	14.00000	7.00000	3.50000	-0.28817	217.84081	0.55015	181.49940	-0.17887	216.50338	-0.93749	249.51313	0.54925	0.32948	0.76562	185.87690	182.83885	188.85005	191.76889	190.19390	193.41407	-1.65307	-1.77600	-1.52640	63.98360	62.17267	65.83342	46.25063	45.28799	47.18577	12.35539	10.97958	13.78285	0
74	500	2	3.81531	140.53161	182.50000	-2.14421	85.71157	62.12521	7.00000	2.74320	183.38740	1.67109	226.24318	183.27313	61.95503	175.57365	66.01784	3.57775	5.66000	-1.47446	1.06588	189.41693	14.00000	51.78622	14.00000	7.00000	3.50000	2.84315	183.31940	3.57775	149.40124	2.81513	184.12783	2.10329	217.67871	3.63472	3.43558	3.84538	151.56361	148.46093	154.57007	192.21643	190.62200	193.83003	-1.62601	-1.74397	-1.50613	64.07255	62.24659	65.90496	45.88629	44.90523	46.89960	12.00722	10.70040	13.39490	0
74	500	1	1.17478	169.57745	182.50000	0.88958	51.77916	61.56457	7.00000	1.61957	195.46703	2.06436	221.35662	182.21930	61.33973	179.80887	59.52675	1.33871	5.66000	0.72113	1.06588	188.67662	14.00000	49.91220	14.00000	7.00000	3.50000	1.57510	195.76421	1.33871	174.34001	1.83129	193.53933	2.05985	216.52942	1.09787	0.87655	1.31007	178.56890	175.93167	181.34902	190.32629	188.77500	191.92607	0.80049	0.67228	0.92620	35.32856	33.74239	36.94551	43.90117	42.95249	44.91965	13.02014	11.64089	14.62075	0
744	500	6	-0.76212	190.88331	182.50000	2.17592	54.35184	78.28694	7.00000	0.32584	218.05923	1.41380	245.23515	182.47924	78.92021	183.76771	74.66752	-0.57174	5.66000	1.46979	1.06588	188.84617	14.00000	64.91542	14.00000	7.00000	3.50000	0.22031	218.49250	-0.57174	195.32774	0.38725	219.91728	0.89805	243.58078	-0.59021	-0.71545	-0.45918	194.68729	192.90487	196.41600	187.99633	186.95692	189.04913	1.59416	1.46319	1.72182	42.31742	40.62438	44.06952	60.38981	59.37513	61.40942	14.16863	12.40175	15.97705	0
744	500	5	-1.28660	196.65262	182.50000	0.51362	51.02724	56.67706	7.00000	-1.02979	222.16624	-0.77298	247.67986	182.20720	56.56257	185.38918	55.52368	-1.30818	5.66000	0.38709	1.06588	187.19646	14.00000	49.56346	14.00000	7.00000	3.50000	-1.05424	222.70781	-1.30818	201.26514	-1.20021	223.06275	-0.92109	246.66565	-1.27303	-1.40780	-1.14143	200.74290	199.05895	202.41710	187.05219	186.08793	188.00125	0.43837	0.31082	0.56725	39.25838	37.66560	40.90672	43.97279	43.01969	44.92572	11.21373	9.87028	12.60446	0
744	500	4	-3.12635	216.88982	182.50000	-0.48511	89.02979	83.69363	7.00000	-3.36890	261.40471	-3.61145	305.91961	180.55400	83.39731	186.53922	84.32038	-3.01652	5.66000	-0.70300	1.06588	189.29754	14.00000	68.49067	14.00000	7.00000	3.50000	-3.38465	263.09607	-3.01652	224.61496	-3.65917	265.30451	-3.71952	301.33633	-3.02827	-3.16599	-2.88965	223.99266	221.98072	225.95622	188.53764	187.52580	189.55513	-0.73419	-0.87512	-0.58924	72.94004	71.01287	74.96813	64.34411	63.24705	65.38535	14.33268	12.54817	16.38038	0
744	500	3	0.75839	174.15767	182.50000	-1.98098	86.03805	64.24730	7.00000	-0.23209	217.17669	-1.22258	260.19572	182.67995	64.81367	180.74066	68.84282	0.52121	5.66000	-1.51559	1.06588	189.27322	14.00000	51.77716	14.00000	7.00000	3.50000	-0.14589	216.27828	0.52121	183.70657	-0.08372	215.78041	-0.99437	251.67046	0.61240	0.48512	0.73615	182.21183	180.51195	183.93530	188.75234	187.77995	189.74200	-1.64597	-1.75977	-1.52901	63.81383	62.07240	65.55293	46.23461	45.28636	47.21992	13.26680	11.86528	14.71103	0
744	500	2	5.47545	122.27005	182.50000	-0.95861	88.08279	77.53812	7.00000	4.99615	166.31145	4.51684	210.35284	182.31713	77.42345	171.25684	79.50650	5.41929	5.66000	-0.89999	1.06588	191.87468	14.00000	58.75609	14.00000	7.00000	3.50000	4.86984	168.17694	5.41929	132.55171	4.80158	169.79775	4.51930	201.15968	5.45805	5.32193	5.59007	131.46097	129.66200	133.26035	191.20823	190.15295	192.20805	-1.00800	-1.13515	-0.87390	64.91327	63.06862	66.79361	53.87913	52.86568	54.86720	15.03873	13.37923	16.79986	0
744	500	1	1.94887	161.06247	182.50000	1.83343	53.66686	73.83458	7.00000	2.86558	187.89590	3.78230	214.72933	183.16031	73.86908	179.28187	70.80707	1.81943	5.66000	1.51803	1.06588	189.65057	14.00000	59.73989	14.00000	7.00000	3.50000	2.95212	186.74369	1.81943	169.00242	2.99609	186.85041	3.33745	211.51463	1.94114	1.80396	2.08553	167.05065	165.28098	168.82620	189.08014	188.07182	190.07700	1.70924	1.57553	1.84446	35.60901	34.02978	37.25950	55.00670	54.01138	56.05741	14.44625	12.84803	16.18810	0
743	500	6	-0.77036	190.97392	182.50000	2.13084	54.26167	77.70087	7.00000	0.29506	218.10476	1.36048	245.23560	182.07621	77.85839	184.06814	73.36333	-0.48236	5.66000	1.63475	1.06588	189.96023	14.00000	63.55293	14.00000	7.00000	3.50000	0.23903	217.30635	-0.48236	195.24897	0.13814	219.22918	1.15239	240.87789	-0.53769	-0.66367	-0.40946	194.38954	192.66088	196.06705	188.49409	187.47598	189.52008	1.76716	1.64053	1.89955	39.34289	37.70518	41.04397	58.71869	57.67251	59.76480	13.76859	12.16535	15.47950	0
743	500	5	-4.54053	232.44585	182.50000	1.04992	52.09984	63.64896	7.00000	-4.01557	258.49577	-3.49061	284.54569	184.19628	63.65314	192.97336	61.22718	-4.37442	5.66000	0.83314	1.06588	187.76476	14.00000	52.30100	14.00000	7.00000	3.50000	-3.96649	257.36426	-4.37442	234.54200	-4.02776	256.97826	-3.54128	277.93397	-4.41674	-4.55001	-4.27921	235.35151	233.64100	237.07005	188.12173	187.09300	189.15902	0.94273	0.81005	1.07538	37.19426	35.56742	38.85502	47.27519	46.25430	48.29497	13.15617	11.62392	14.85110	0
743	500	4	-3.87825	225.16078	182.50000	-1.28779	87.42443	73.25878	7.00000	-4.52215	268.87299	-5.16604	312.58521	182.12567	73.17639	189.47371	75.57443	-4.10875	5.66000	-0.83943	1.06588	187.23016	14.00000	58.99903	14.00000	7.00000	3.50000	-4.48838	267.60421	-4.10875	233.25572	-4.65627	270.62734	-4.94818	301.65797	-4.09182	-4.22528	-3.95503	232.89464	231.07600	234.70805	187.05877	186.01298	188.10408	-0.87727	-1.00756	-0.74532	64.01768	62.16467	65.88892	54.19059	53.14213	55.26912	13.17079	11.56085	14.90850	0
743	500	3	0.77494	173.97561	182.50000	-2.01423	85.97154	63.81503	7.00000	-0.23217	216.96138	-1.23928	259.94716	182.58274	63.72820	180.93573	67.88087	0.57935	5.66000	-1.54402	1.06588	188.11838	14.00000	51.21251	14.00000	7.00000	3.50000	-0.12877	215.55026	0.57935	181.75627	-0.11391	215.12439	-0.96467	249.92437	0.67786	0.54377	0.81556	180.50011	178.72670	182.33608	187.94398	186.98392	188.93005	-1.67654	-1.79703	-1.55802	64.12220	62.33590	65.91182	45.71133	44.73256	46.68217	14.41407	12.95354	15.92823	0
743	500	2	2.74833	152.26840	182.50000	-1.38136	87.23728	72.04232	7.00000	2.05765	195.88704	1.36697	239.50568	181.77842	71.97057	176.50620	75.05491	2.66781	5.66000	-1.08139	1.06588	188.66582	14.00000	60.69093	14.00000	7.00000	3.50000	2.16556	195.72156	2.66781	159.80246	2.14107	197.27079	1.58642	232.19305	2.73681	2.60731	2.87104	158.46280	156.66095	160.22610	188.07259	187.02100	189.11400	-1.18154	-1.31925	-1.05026	68.78682	66.94372	70.65651	56.00360	54.96341	57.06414	13.64465	11.93148	15.45092	0
743	500	1	2.99960	149.50445	182.50000	0.63885	51.27771	58.30510	7.00000	3.31902	175.14330	3.63845	200.78215	180.37571	58.16510	174.37583	56.57481	3.21102	5.66000	0.19734	1.06588	185.88797	14.00000	46.12017	14.00000	7.00000	3.50000	3.31687	174.72623	3.21102	152.84153	3.14014	176.54974	3.40835	196.93079	3.25326	3.11822	3.39204	152.23767	150.42295	153.96902	185.71886	184.73087	186.71500	0.26086	0.13370	0.39822	37.53951	35.97461	39.13973	40.22419	39.26935	41.17973	14.67502	13.29566	16.20925	0
742	500	6	-0.78915	191.18068	182.50000	2.08717	54.17434	77.13324	7.00000	0.25443	218.26785	1.29802	245.35502	182.62137	77.28635	184.05065	73.03203	-0.52162	5.66000	1.60895	1.06588	189.94528	14.00000	62.12949	14.00000	7.00000	3.50000	0.27767	217.15409	-0.52162	195.70143	0.45486	217.12720	1.08732	240.07610	-0.56757	-0.70748	-0.42828	195.10480	193.29592	196.94702	188.84162	187.79798	189.84510	1.73792	1.60012	1.87027	38.01997	36.35767	39.71883	57.19796	56.22698	58.19944	15.03735	13.41399	16.78028	0
742	500	5	-2.67070	211.87769	182.50000	1.86833	53.73666	74.28832	7.00000	-1.73653	238.74602	-0.80237	265.61436	181.90865	74.16612	187.44017	70.83234	-2.37889	5.66000	1.58412	1.06588	188.60939	14.00000	62.12738	14.00000	7.00000	3.50000	-1.64545	237.52902	-2.37889	215.13454	-1.50962	237.60836	-0.79477	259.59866	-2.46171	-2.59812	-2.32795	215.04419	213.30185	216.82300	187.59551	186.57390	188.61603	1.66343	1.52946	1.79582	38.64767	37.02589	40.36266	57.19534	56.16807	58.21335	13.42507	11.86237	15.11720	0
742	500	4	-4.84769	235.82459	182.50000	-2.20684	85.58632	61.31107	7.00000	-5.95111	278.61775	-7.05453	321.41091	181.81593	60.81364	191.18239	65.26361	-5.07045	5.66000	-1.70964	1.06588	187.15507	14.00000	50.43671	14.00000	7.00000	3.50000	-6.01638	279.24322	-5.07045	243.98952	-5.90704	278.63155	-6.78009	313.58951	-5.12297	-5.24269	-5.00269	244.03634	242.27087	245.73505	186.61317	185.61097	187.56305	-1.90016	-2.02037	-1.78081	66.29144	64.53476	68.15417	44.99266	44.06257	45.96846	12.32791	10.99734	13.81151	0
742	500	3	0.79077	173.80150	182.50000	-2.09953	85.80095	62.70615	7.00000	-0.25899	216.70198	-1.30875	259.60245	182.53304	62.19131	181.29960	65.89326	0.60196	5.66000	-1.57509	1.06588	187.86913	14.00000	51.50225	14.00000	7.00000	3.50000	-0.27148	216.92579	0.60196	180.95746	-0.24865	218.08907	-0.97313	250.54483	0.61983	0.48600	0.74891	180.67706	178.81882	182.49713	187.79393	186.80295	188.77812	-1.75912	-1.88411	-1.63319	66.39861	64.52579	68.26740	46.20040	45.23183	47.15229	12.40638	11.05894	13.90843	0
742	500	2	1.65390	164.30705	182.50000	-1.57075	86.85849	69.58019	7.00000	0.86853	207.73629	0.08315	251.16554	182.85155	69.55170	179.59004	72.34385	1.46671	5.66000	-1.06749	1.06588	188.92521	14.00000	55.83031	14.00000	7.00000	3.50000	0.92869	207.18756	1.46671	172.43855	0.97021	206.74758	0.39922	240.26803	1.50695	1.37717	1.64117	171.82197	169.97975	173.65310	188.76091	187.77795	189.76202	-1.17962	-1.30801	-1.05080	64.11981	62.36237	65.98844	50.86019	49.84064	51.89061	14.18854	12.64280	15.86635	0
742	500	1	5.69166	119.89171	182.50000	1.88957	53.77913	74.56436	7.00000	6.63645	146.78127	7.58123	173.67084	182.88477	74.33625	171.54518	70.92749	5.82494	5.66000	1.49068	1.06588	190.79295	14.00000	61.62468	14.00000	7.00000	3.50000	6.74437	145.93175	5.82494	126.28007	6.78395	144.64617	7.31562	171.39504	5.89756	5.76246	6.03224	124.43202	122.73098	126.16805	189.74921	188.76000	190.73905	1.62351	1.49551	1.75380	38.76533	37.11646	40.39836	56.74622	55.73804	57.77433	14.05017	12.46557	15.73078	0
741	500	6	-0.82136	191.53492	182.50000	2.30449	54.60898	79.95836	7.00000	0.33089	218.83941	1.48313	246.14390	182.22739	80.07051	184.01315	75.71291	-0.39857	5.66000	1.70914	1.06588	188.92827	14.00000	67.72014	14.00000	7.00000	3.50000	0.30851	219.19909	-0.39857	193.37539	0.17757	220.63798	1.31058	242.02534	-0.50648	-0.64273	-0.36919	193.78348	191.96995	195.57300	188.13232	187.13700	189.13220	1.80909	1.67336	1.93958	43.18779	41.52024	45.01470	63.37318	62.34944	64.48356	11.99783	10.35666	13.77142	0
741	500	5	-2.77856	213.06420	182.50000	1.23408	52.46817	66.04308	7.00000	-2.16152	239.29828	-1.54448	265.53236	183.69193	65.99095	189.47105	62.94693	-2.72145	5.66000	1.03145	1.06588	188.47405	14.00000	55.88060	14.00000	7.00000	3.50000	-2.17457	238.98934	-2.72145	217.02517	-1.98561	237.36509	-1.69001	262.08472	-2.79172	-2.92270	-2.66121	217.29091	215.63800	219.02507	188.00258	187.01798	189.01900	1.10427	0.97365	1.23650	39.14881	37.57555	40.80022	50.73388	49.70843	51.76612	12.24340	10.76294	13.87230	0
741	500	4	-1.27140	196.48540	182.50000	-0.91373	88.17253	78.12146	7.00000	-1.72827	240.57167	-2.18513	284.65793	182.07711	78.04078	184.80574	79.77856	-1.30700	5.66000	-0.92592	1.06588	187.25960	14.00000	66.68094	14.00000	7.00000	3.50000	-1.61015	237.83008	-1.30700	201.88028	-1.70701	236.33734	-2.23292	278.91903	-1.25030	-1.38032	-1.12320	200.37842	198.54898	202.16612	186.39201	185.35998	187.46605	-0.95010	-1.08811	-0.82062	72.82199	71.03269	74.66955	62.19370	61.15943	63.24000	13.28782	11.60279	15.13369	0
741	500	3	0.81179	173.57030	182.50000	-2.12900	85.74201	62.32306	7.00000	-0.25271	216.44130	-1.31720	259.31230	182.07035	63.12320	180.43152	67.74782	0.61532	5.66000	-1.84450	1.06588	187.13301	14.00000	55.30557	14.00000	7.00000	3.50000	-0.31192	217.39730	0.61532	180.70169	-0.38479	219.63645	-1.22918	255.28592	0.70616	0.57784	0.82882	179.07320	177.41590	180.79105	186.45392	185.53292	187.37708	-1.98319	-2.09591	-1.86646	70.73467	69.07057	72.45620	50.00649	49.02807	50.96271	11.01826	9.69790	12.50241	0
741	500	2	2.79676	151.73560	182.50000	-1.51348	86.97305	70.32479	7.00000	2.04003	195.22212	1.28329	238.70864	180.56254	70.65433	174.72654	74.53142	2.61852	5.66000	-0.86466	1.06588	188.81792	14.00000	53.91686	14.00000	7.00000	3.50000	2.19246	192.67452	2.61852	162.05524	1.88661	196.72369	1.75386	224.80941	2.66336	2.53558	2.79363	160.85415	159.21985	162.51202	188.07519	187.04695	189.12305	-0.96915	-1.09245	-0.84503	58.49484	56.76775	60.29521	48.58956	47.54838	49.63000	15.46756	13.84479	17.12396	0
741	500	1	4.35513	134.59355	182.50000	1.68701	53.37402	71.93115	7.00000	5.19864	161.28056	6.04214	187.96757	183.74771	71.92975	175.23296	69.11618	4.61612	5.66000	0.71693	1.06588	190.66004	14.00000	56.19855	14.00000	7.00000	3.50000	5.14688	161.78942	4.61612	138.35299	5.19249	160.75989	5.33306	186.42769	4.68764	4.55090	4.82611	137.33651	135.45495	139.16205	190.45397	189.40490	191.51700	0.83618	0.70260	0.97011	41.85101	40.13549	43.63827	51.32611	50.29539	52.41742	16.41120	14.72302	18.31035	0
740	500	6	-0.84882	191.83701	182.50000	2.22402	54.44803	78.91222	7.00000	0.26319	219.06103	1.37520	246.28505	182.31450	79.00158	184.45744	73.78347	-0.48073	5.66000	1.64588	1.06588	191.66071	14.00000	62.88868	14.00000	7.00000	3.50000	0.17125	221.06406	-0.48073	196.80165	0.15412	224.07109	1.16515	242.08942	-0.58821	-0.72950	-0.45109	196.81063	195.06495	198.64102	190.52040	189.52898	191.54203	1.75249	1.62013	1.88716	39.26929	37.70678	40.90304	58.01034	57.03879	59.03073	15.07356	13.41877	16.85342	0
740	500	5	-3.07927	216.37192	182.50000	1.86884	53.73767	74.29487	7.00000	-2.14485	243.24075	-1.21043	270.10959	181.26373	74.59867	187.13922	71.47928	-2.98430	5.66000	1.59381	1.06588	188.92218	14.00000	60.90394	14.00000	7.00000	3.50000	-2.23237	244.20136	-2.98430	223.22198	-2.10586	242.61942	-1.39050	265.80765	-3.07962	-3.20986	-2.94586	223.55642	221.79183	225.39525	188.16109	187.18100	189.18003	1.71879	1.58912	1.84834	36.37838	34.77130	38.07382	56.13308	55.12509	57.18850	13.79889	12.21082	15.55470	0
740	500	4	-2.29369	207.73056	182.50000	-0.57416	88.85169	82.53595	7.00000	-2.58077	252.15640	-2.86784	296.58225	179.96431	82.31742	185.14556	83.19819	-2.12545	5.66000	-0.72013	1.06588	189.27620	14.00000	65.27962	14.00000	7.00000	3.50000	-2.70628	253.60684	-2.12545	214.45557	-2.66826	253.16432	-2.84558	288.26622	-2.19695	-2.34289	-2.05294	214.37929	212.35993	216.45205	188.35294	187.29995	189.39000	-0.78755	-0.93068	-0.64639	70.07491	68.06902	72.03965	60.74513	59.70117	61.81250	15.38622	13.60946	17.30881	0
740	500	3	0.76585	174.07565	182.50000	-2.14228	85.71545	62.15042	7.00000	-0.30529	216.93337	-1.37643	259.79110	182.68458	61.33754	181.22067	65.72902	0.42735	5.66000	-1.52154	1.06588	189.32734	14.00000	49.34242	14.00000	7.00000	3.50000	-0.28861	216.06116	0.42735	184.48567	-0.25586	216.18081	-1.09419	251.06642	0.46977	0.33838	0.60214	183.23509	181.35700	185.05600	188.55736	187.54698	189.54403	-1.67177	-1.78682	-1.55359	62.50648	60.68346	64.33986	43.56614	42.63317	44.50671	13.30953	11.93480	14.73114	0
740	500	2	1.55544	165.39012	182.50000	-1.12436	87.75128	75.38335	7.00000	0.99326	209.26576	0.43109	253.14140	182.09716	75.41367	178.96152	77.94115	1.43370	5.66000	-0.86048	1.06588	188.79502	14.00000	63.99007	14.00000	7.00000	3.50000	0.92276	210.80594	1.43370	173.41843	0.65119	211.93179	0.57322	246.63724	1.45920	1.32513	1.58898	172.67400	170.97498	174.40728	188.32407	187.32593	189.32905	-0.94604	-1.07645	-0.81871	69.92052	68.14563	71.79501	59.77414	58.72557	60.85192	13.02746	11.21930	14.93741	0
740	500	1	2.90287	150.56842	182.50000	0.80439	51.60878	60.45705	7.00000	3.30506	176.37281	3.70726	202.17720	184.27015	60.54663	178.44635	59.33378	2.93521	5.66000	0.56769	1.06588	190.91024	14.00000	47.00231	14.00000	7.00000	3.50000	3.36624	176.32895	2.93521	156.85138	3.33757	175.22113	3.50289	197.26649	3.02307	2.88907	3.14893	156.35002	154.60493	158.15618	191.42848	190.42685	192.43005	0.65897	0.53536	0.78195	33.80376	32.19156	35.43398	41.45018	40.47113	42.45192	13.43848	11.99669	15.02260	0
739	500	6	-0.83701	191.70706	182.50000	2.23166	54.46332	79.01157	7.00000	0.27882	218.93871	1.39465	246.17037	181.59612	79.46222	183.57560	76.14376	-0.79984	5.66000	1.71767	1.06588	188.75774	14.00000	65.72505	14.00000	7.00000	3.50000	0.02890	220.41477	-0.79984	198.12788	-0.33096	221.69536	0.91783	243.73052	-0.79583	-0.93493	-0.66051	197.28790	195.47798	199.14702	187.96478	186.87395	189.01808	1.84301	1.71192	1.97268	39.53421	37.82601	41.28217	61.12498	60.09060	62.19443	14.63397	12.98786	16.38473	0
739	500	5	-0.73160	190.54755	182.50000	0.89527	51.79054	61.63853	7.00000	-0.28396	216.44282	0.16368	242.33809	182.41519	61.64273	183.91363	59.90863	-0.56292	5.66000	0.73289	1.06588	189.48048	14.00000	49.68159	14.00000	7.00000	3.50000	-0.29557	216.84521	-0.56292	195.71070	-0.00204	214.63408	0.16997	237.28089	-0.67581	-0.80448	-0.54796	196.20436	194.47575	197.97420	188.72466	187.77192	189.68805	0.77220	0.64963	0.89167	35.39865	33.83807	37.08314	43.94519	42.97859	44.95375	12.88708	11.45120	14.38966	0
739	500	4	-5.61640	244.28037	182.50000	-2.16331	85.67339	61.87702	7.00000	-6.69805	287.11706	-7.77970	329.95376	183.88844	61.94577	194.98053	66.68423	-5.90327	5.66000	-1.67735	1.06588	190.52905	14.00000	50.19734	14.00000	7.00000	3.50000	-6.68896	287.13193	-5.90327	254.15356	-6.37453	281.81242	-7.58062	322.42911	-5.93085	-6.06663	-5.79644	254.16562	252.34485	255.95310	190.24388	189.24100	191.26505	-1.84961	-1.97171	-1.72995	64.64619	62.92138	66.48085	44.71137	43.77642	45.68372	13.72960	12.30776	15.26646	0
739	500	3	0.79199	173.78814	182.50000	-2.07374	85.85251	63.04133	7.00000	-0.24488	216.71439	-1.28176	259.64065	182.33560	63.77787	180.53159	68.19542	0.53832	5.66000	-1.71461	1.06588	186.23702	14.00000	56.39924	14.00000	7.00000	3.50000	-0.20496	216.52876	0.53832	180.57679	-0.22535	216.86129	-1.17629	255.00448	0.66287	0.52957	0.79663	179.14992	177.37897	180.92312	186.11971	185.14590	187.10702	-1.84782	-1.98059	-1.72196	70.87318	69.06165	72.71591	51.44412	50.43630	52.45790	11.79984	10.34256	13.37001	0
739	500	2	1.30076	168.19165	182.50000	-0.46770	89.06461	83.91994	7.00000	1.06691	212.72395	0.83306	257.25626	182.31681	83.97333	179.76382	84.90375	1.12458	5.66000	0.02298	1.06588	190.02034	14.00000	68.64653	14.00000	7.00000	3.50000	0.98040	212.77970	1.12458	177.76644	0.70324	214.95313	1.14756	246.16252	1.11398	0.97649	1.25264	176.92227	175.08787	178.77100	189.06072	188.03173	190.09400	0.01175	-0.12629	0.14835	64.34136	62.52246	66.20951	64.46941	63.44359	65.57117	13.45228	11.64104	15.38598	0
739	500	1	2.59189	153.98925	182.50000	1.24726	52.49453	66.21443	7.00000	3.21552	180.23652	3.83915	206.48378	181.33740	65.91625	175.90904	63.04274	2.69250	5.66000	0.89066	1.06588	186.51777	14.00000	55.49792	14.00000	7.00000	3.50000	3.21925	180.76338	2.69250	158.36212	3.39946	179.08929	3.58315	204.54637	2.68763	2.56270	2.80988	158.15445	156.51200	159.79608	186.25920	185.26100	187.29805	0.99793	0.87747	1.12407	40.10097	38.59579	41.68131	50.53637	49.54489	51.57432	12.64981	11.14879	14.30024	0
738	500	6	-0.78031	191.08345	182.50000	2.10060	54.20119	77.30774	7.00000	0.26998	218.18405	1.32028	245.28465	182.31092	77.11402	184.08355	73.04486	-0.53312	5.66000	1.41315	1.06588	190.24872	14.00000	61.95833	14.00000	7.00000	3.50000	0.15202	218.32693	-0.53312	196.09743	0.01831	220.50208	0.88003	242.55258	-0.53805	-0.67424	-0.40168	195.00721	193.27892	196.84123	189.10441	188.10200	190.15608	1.56245	1.43048	1.69125	39.94637	38.31392	41.59336	57.08740	56.07464	58.16821	13.54655	11.96524	15.19957	0
738	500	5	-3.16539	217.31933	182.50000	1.92206	53.84411	74.98675	7.00000	-2.20437	244.24139	-1.24334	271.16344	181.97771	74.80580	188.55951	71.30735	-3.15703	5.66000	1.27048	1.06588	189.81627	14.00000	60.85064	14.00000	7.00000	3.50000	-2.33231	245.79932	-3.15703	224.81415	-2.48264	245.95719	-1.88655	271.58067	-3.11213	-3.25358	-2.97065	223.78986	222.00793	225.67128	189.28973	188.24500	190.31915	1.44072	1.30479	1.57943	40.22816	38.56218	41.97071	56.19956	55.15198	57.23203	14.45452	12.80322	16.21963	0
738	500	4	-5.76034	245.86378	182.50000	-1.14185	87.71630	75.15592	7.00000	-6.33127	289.72193	-6.90220	333.58007	180.78107	75.23781	192.82216	77.20205	-5.85655	5.66000	-0.75684	1.06588	189.27141	14.00000	60.40057	14.00000	7.00000	3.50000	-6.23780	288.29492	-5.85655	254.91197	-5.98960	286.09608	-6.61339	323.79527	-5.90900	-6.04778	-5.77688	254.29873	252.48683	256.16303	188.07031	187.06495	189.09803	-0.83311	-0.96391	-0.70330	64.91028	63.08315	66.78351	55.57274	54.55288	56.61010	13.18263	11.56656	14.88025	0
